Test Number,RTT(nano second),packet byte
755,48100 ,256
755,45900 ,1024
756,5200 ,8
756,6300 ,64
756,56700 ,256
756,76400 ,1024
757,8600 ,8
757,01100 ,64
757,29700 ,256
757,74400 ,1024
758,0000 ,8
758,3700 ,64
758,12900 ,256
758,53800 ,1024
759,5500 ,8
759,2600 ,64
759,1300 ,256
759,37100 ,1024
760,6900 ,8
760,2000 ,64
760,18200 ,256
760,69500 ,1024
761,2700 ,8
761,5100 ,64
761,36000 ,256
761,92100 ,1024
762,9000 ,8
762,5500 ,64
762,12600 ,256
762,70000 ,1024
763,9600 ,8
763,3900 ,64
763,1300 ,256
763,45900 ,1024
764,4100 ,8
764,9100 ,64
764,9300 ,256
764,63000 ,1024
765,2900 ,8
765,1600 ,64
765,33200 ,256
765,16500 ,1024
766,3400 ,8
766,13100 ,64
766,4100 ,256
766,62300 ,1024
767,57600 ,8
767,25400 ,64
767,16800 ,256
767,27700 ,1024
768,2500 ,8
768,2800 ,64
768,13600 ,256
768,42000 ,1024
769,7400 ,8
769,8500 ,64
769,8400 ,256
769,27300 ,1024
770,8000 ,8
770,8000 ,64
770,2200 ,256
770,68400 ,1024
771,9400 ,8
771,9200 ,64
771,43200 ,256
771,35800 ,1024
772,1700 ,8
772,04100 ,64
772,79900 ,256
772,30200 ,1024
773,8500 ,8
773,6500 ,64
773,29500 ,256
773,32600 ,1024
774,1000 ,8
774,00600 ,64
774,80500 ,256
774,47600 ,1024
775,22300 ,8
775,25200 ,64
775,87900 ,256
775,20400 ,1024
776,10400 ,8
776,17300 ,64
776,05500 ,256
776,89200 ,1024
777,63100 ,8
777,00100 ,64
777,77200 ,256
777,12100 ,1024
778,27600 ,8
778,0300 ,64
778,23700 ,256
778,77200 ,1024
779,31700 ,8
779,2800 ,64
779,42500 ,256
779,26700 ,1024
780,32200 ,8
780,35900 ,64
780,75700 ,256
780,10500 ,1024
781,10500 ,8
781,14800 ,64
781,66500 ,256
781,42700 ,1024
782,5300 ,8
782,06300 ,64
782,24900 ,256
782,08100 ,1024
783,00900 ,8
783,4000 ,64
783,03300 ,256
783,64400 ,1024
784,8300 ,8
784,1000 ,64
784,3400 ,256
784,45800 ,1024
785,0200 ,8
785,5800 ,64
785,4000 ,256
785,43800 ,1024
786,13600 ,8
786,07100 ,64
786,48800 ,256
786,81500 ,1024
787,35400 ,8
787,6400 ,64
787,35700 ,256
787,19400 ,1024
788,05200 ,8
788,86600 ,64
788,29100 ,256
788,13400 ,1024
789,04700 ,8
789,9700 ,64
789,7800 ,256
789,34700 ,1024
790,6200 ,8
790,9400 ,64
790,11400 ,256
790,60400 ,1024
791,88800 ,8
791,4500 ,64
791,56000 ,256
791,48800 ,1024
792,6700 ,8
792,7200 ,64
792,00100 ,256
792,63400 ,1024
793,8000 ,8
793,8900 ,64
793,17900 ,256
793,13900 ,1024
794,1600 ,8
794,8800 ,64
794,10800 ,256
794,45800 ,1024
795,5600 ,8
795,3700 ,64
795,03200 ,256
795,86500 ,1024
796,0400 ,8
796,1400 ,64
796,81000 ,256
796,03700 ,1024
797,2500 ,8
797,9100 ,64
797,05700 ,256
797,36400 ,1024
798,6400 ,8
798,8300 ,64
798,12600 ,256
798,85600 ,1024
799,5700 ,8
799,2500 ,64
799,04200 ,256
799,57600 ,1024
800,0400 ,8
800,1900 ,64
800,2400 ,256
800,54700 ,1024
801,9800 ,8
801,25000 ,64
801,15600 ,256
801,32500 ,1024
802,15000 ,8
802,2000 ,64
802,7900 ,256
802,36500 ,1024
803,5900 ,8
803,7500 ,64
803,31900 ,256
803,71900 ,1024
804,8500 ,8
804,04800 ,64
804,0900 ,256
804,54800 ,1024
805,3300 ,8
805,08900 ,64
805,23100 ,256
805,43900 ,1024
806,24100 ,8
806,4000 ,64
806,02300 ,256
806,73400 ,1024
807,40400 ,8
807,34700 ,64
807,46000 ,256
807,56500 ,1024
808,24500 ,8
808,15700 ,64
808,70400 ,256
808,29700 ,1024
809,24500 ,8
809,11000 ,64
809,53000 ,256
809,91400 ,1024
810,30700 ,8
810,5000 ,64
810,60100 ,256
810,29700 ,1024
811,3900 ,8
811,4000 ,64
811,6900 ,256
811,34300 ,1024
812,2300 ,8
812,21900 ,64
812,66400 ,256
812,66200 ,1024
813,20300 ,8
813,4600 ,64
813,10300 ,256
813,58200 ,1024
814,9100 ,8
814,4900 ,64
814,2600 ,256
814,96800 ,1024
815,74800 ,8
815,00100 ,64
815,1300 ,256
815,37400 ,1024
816,3400 ,8
816,4200 ,64
816,33600 ,256
816,65600 ,1024
817,7200 ,8
817,9200 ,64
817,18700 ,256
817,29900 ,1024
818,01000 ,8
818,5600 ,64
818,7800 ,256
818,39700 ,1024
819,7700 ,8
819,9400 ,64
819,35400 ,256
819,45600 ,1024
820,8200 ,8
820,1900 ,64
820,28800 ,256
820,53400 ,1024
821,8900 ,8
821,2500 ,64
821,01500 ,256
821,34600 ,1024
822,4100 ,8
822,9200 ,64
822,48700 ,256
822,33100 ,1024
823,18800 ,8
823,22200 ,64
823,47300 ,256
823,73500 ,1024
824,02900 ,8
824,16600 ,64
824,40100 ,256
824,67600 ,1024
825,53500 ,8
825,96700 ,64
825,54000 ,256
825,93500 ,1024
826,12800 ,8
826,20400 ,64
826,35200 ,256
826,15600 ,1024
827,29500 ,8
827,38500 ,64
827,55800 ,256
827,34300 ,1024
828,9100 ,8
828,02200 ,64
828,52000 ,256
828,47800 ,1024
829,6100 ,8
829,02800 ,64
829,17600 ,256
829,30600 ,1024
830,3000 ,8
830,46100 ,64
830,04200 ,256
830,67300 ,1024
831,9400 ,8
831,1900 ,64
831,05000 ,256
831,62200 ,1024
832,4500 ,8
832,5600 ,64
832,22700 ,256
832,54400 ,1024
833,9800 ,8
833,3400 ,64
833,02100 ,256
833,33500 ,1024
834,3200 ,8
834,01400 ,64
834,47400 ,256
834,23100 ,1024
835,0700 ,8
835,2600 ,64
835,2700 ,256
835,52800 ,1024
836,2100 ,8
836,6700 ,64
836,08900 ,256
836,24500 ,1024
837,05900 ,8
837,4700 ,64
837,7300 ,256
837,21500 ,1024
838,4700 ,8
838,4300 ,64
838,18600 ,256
838,65600 ,1024
839,24300 ,8
839,6100 ,64
839,11600 ,256
839,47900 ,1024
840,0100 ,8
840,03400 ,64
840,36700 ,256
840,73800 ,1024
841,24800 ,8
841,16700 ,64
841,59700 ,256
841,58100 ,1024
842,83700 ,8
842,12100 ,64
842,46000 ,256
842,81500 ,1024
843,14500 ,8
843,09700 ,64
843,75700 ,256
843,48300 ,1024
844,11400 ,8
844,4300 ,64
844,9200 ,256
844,63900 ,1024
845,0000 ,8
845,3800 ,64
845,51200 ,256
845,81300 ,1024
846,10700 ,8
846,01200 ,64
846,66600 ,256
846,34100 ,1024
847,8200 ,8
847,7700 ,64
847,15700 ,256
847,25800 ,1024
848,3500 ,8
848,7100 ,64
848,40900 ,256
848,86200 ,1024
849,41200 ,8
849,0800 ,64
849,20900 ,256
849,19100 ,1024
850,5200 ,8
850,7200 ,64
850,11200 ,256
850,25300 ,1024
851,9000 ,8
851,67500 ,64
851,55300 ,256
851,43400 ,1024
852,9000 ,8
852,3300 ,64
852,13900 ,256
852,59500 ,1024
853,7200 ,8
853,3100 ,64
853,14800 ,256
853,71700 ,1024
854,4200 ,8
854,7400 ,64
854,08900 ,256
854,39900 ,1024
855,5000 ,8
855,6100 ,64
855,12100 ,256
855,20800 ,1024
856,9800 ,8
856,10100 ,64
856,18100 ,256
856,24300 ,1024
857,6700 ,8
857,7200 ,64
857,23100 ,256
857,45500 ,1024
858,2100 ,8
858,7800 ,64
858,09800 ,256
858,59800 ,1024
859,40100 ,8
859,28700 ,64
859,5800 ,256
859,21100 ,1024
860,0500 ,8
860,6800 ,64
860,9900 ,256
860,26800 ,1024
861,2000 ,8
861,23400 ,64
861,36300 ,256
861,15600 ,1024
862,6400 ,8
862,6500 ,64
862,04700 ,256
862,14800 ,1024
863,0600 ,8
863,2700 ,64
863,05300 ,256
863,68200 ,1024
864,6600 ,8
864,08500 ,64
864,30800 ,256
864,57200 ,1024
865,7500 ,8
865,1900 ,64
865,9200 ,256
865,86100 ,1024
866,02100 ,8
866,09500 ,64
866,8100 ,256
866,33100 ,1024
867,9300 ,8
867,1300 ,64
867,02400 ,256
867,15400 ,1024
868,1000 ,8
868,6500 ,64
868,51800 ,256
868,61600 ,1024
869,18900 ,8
869,16000 ,64
869,63900 ,256
869,25500 ,1024
870,17700 ,8
870,15700 ,64
870,40300 ,256
870,38900 ,1024
871,9800 ,8
871,4500 ,64
871,25700 ,256
871,98500 ,1024
872,5200 ,8
872,56200 ,64
872,30400 ,256
872,20400 ,1024
873,4500 ,8
873,17400 ,64
873,64000 ,256
873,75000 ,1024
874,35000 ,8
874,63700 ,64
874,92600 ,256
874,27200 ,1024
875,22000 ,8
875,52600 ,64
875,68400 ,256
875,92400 ,1024
876,26100 ,8
876,19400 ,64
876,46500 ,256
876,77600 ,1024
877,00300 ,8
877,01700 ,64
877,49700 ,256
877,88000 ,1024
878,14100 ,8
878,9500 ,64
878,16900 ,256
878,80000 ,1024
879,38100 ,8
879,09000 ,64
879,41100 ,256
879,77000 ,1024
880,17800 ,8
880,23900 ,64
880,22000 ,256
880,30300 ,1024
881,1900 ,8
881,5900 ,64
881,07700 ,256
881,24000 ,1024
882,0100 ,8
882,12600 ,64
882,14900 ,256
882,55500 ,1024
883,1800 ,8
883,1700 ,64
883,12300 ,256
883,28700 ,1024
884,7500 ,8
884,3000 ,64
884,02800 ,256
884,80100 ,1024
885,8700 ,8
885,7100 ,64
885,31000 ,256
885,66300 ,1024
886,1500 ,8
886,3200 ,64
886,05200 ,256
886,17900 ,1024
887,4100 ,8
887,1200 ,64
887,00800 ,256
887,46800 ,1024
888,5900 ,8
888,66800 ,64
888,73000 ,256
888,47700 ,1024
889,9900 ,8
889,2000 ,64
889,12300 ,256
889,14900 ,1024
890,3000 ,8
890,8000 ,64
890,2500 ,256
890,62700 ,1024
891,22700 ,8
891,2200 ,64
891,14300 ,256
891,44600 ,1024
892,6200 ,8
892,3800 ,64
892,8400 ,256
892,21700 ,1024
893,3800 ,8
893,32500 ,64
893,17000 ,256
893,87300 ,1024
894,4500 ,8
894,0800 ,64
894,34500 ,256
894,22600 ,1024
895,3900 ,8
895,2800 ,64
895,6700 ,256
895,20000 ,1024
896,0600 ,8
896,3800 ,64
896,40700 ,256
896,05500 ,1024
897,6700 ,8
897,9800 ,64
897,12100 ,256
897,33700 ,1024
898,6200 ,8
898,9800 ,64
898,11700 ,256
898,38100 ,1024
899,9100 ,8
899,93400 ,64
899,71900 ,256
899,54700 ,1024
900,7700 ,8
900,16700 ,64
900,08400 ,256
900,30400 ,1024
901,6800 ,8
901,5000 ,64
901,29900 ,256
901,38000 ,1024
902,19400 ,8
902,00000 ,64
902,51900 ,256
902,43300 ,1024
903,00000 ,8
903,10200 ,64
903,60000 ,256
903,04600 ,1024
904,15400 ,8
904,30600 ,64
904,38200 ,256
904,29300 ,1024
905,4000 ,8
905,5100 ,64
905,12600 ,256
905,09400 ,1024
906,6600 ,8
906,1300 ,64
906,4000 ,256
906,17700 ,1024
907,03200 ,8
907,29000 ,64
907,09200 ,256
907,43000 ,1024
908,31700 ,8
908,04400 ,64
908,40700 ,256
908,34400 ,1024
909,00600 ,8
909,18400 ,64
909,58800 ,256
909,66800 ,1024
910,00200 ,8
910,10000 ,64
910,43400 ,256
910,43400 ,1024
911,09500 ,8
911,40900 ,64
911,81700 ,256
911,33400 ,1024
912,2900 ,8
912,04900 ,64
912,51700 ,256
912,44800 ,1024
913,2800 ,8
913,8900 ,64
913,54400 ,256
913,79200 ,1024
914,22300 ,8
914,29500 ,64
914,43400 ,256
914,63000 ,1024
915,6900 ,8
915,1600 ,64
915,53700 ,256
915,78800 ,1024
916,2700 ,8
916,4800 ,64
916,50000 ,256
916,70200 ,1024
917,6300 ,8
917,3900 ,64
917,08500 ,256
917,81700 ,1024
918,6500 ,8
918,8500 ,64
918,44400 ,256
918,32700 ,1024
919,7500 ,8
919,9700 ,64
919,36100 ,256
919,33900 ,1024
920,7000 ,8
920,9800 ,64
920,31700 ,256
920,50000 ,1024
921,0300 ,8
921,2600 ,64
921,18400 ,256
921,56800 ,1024
922,2900 ,8
922,6000 ,64
922,51200 ,256
922,72400 ,1024
923,4100 ,8
923,8200 ,64
923,9800 ,256
923,54800 ,1024
924,4400 ,8
924,6300 ,64
924,26400 ,256
924,04400 ,1024
925,5700 ,8
925,6600 ,64
925,01600 ,256
925,49800 ,1024
926,1200 ,8
926,0900 ,64
926,01200 ,256
926,53800 ,1024
927,1900 ,8
927,55900 ,64
927,19900 ,256
927,29800 ,1024
928,7800 ,8
928,2900 ,64
928,7700 ,256
928,53600 ,1024
929,9800 ,8
929,6200 ,64
929,02500 ,256
929,44500 ,1024
930,00500 ,8
930,5000 ,64
930,18000 ,256
930,46900 ,1024
931,9100 ,8
931,9400 ,64
931,4000 ,256
931,74300 ,1024
932,4900 ,8
932,17900 ,64
932,8500 ,256
932,76500 ,1024
933,9300 ,8
933,1900 ,64
933,08400 ,256
933,36300 ,1024
934,0700 ,8
934,4800 ,64
934,18500 ,256
934,52300 ,1024
935,5300 ,8
935,25000 ,64
935,05900 ,256
935,75300 ,1024
936,1100 ,8
936,7400 ,64
936,02100 ,256
936,36400 ,1024
937,8200 ,8
937,08200 ,64
937,39600 ,256
937,59500 ,1024
938,81500 ,8
938,75200 ,64
938,59000 ,256
938,29500 ,1024
939,8800 ,8
939,3900 ,64
939,33000 ,256
939,64300 ,1024
940,16600 ,8
940,10700 ,64
940,17000 ,256
940,27500 ,1024
941,4400 ,8
941,1900 ,64
941,07500 ,256
941,34700 ,1024
942,4900 ,8
942,7800 ,64
942,20700 ,256
942,42600 ,1024
943,8800 ,8
943,2500 ,64
943,09100 ,256
943,25700 ,1024
944,6400 ,8
944,38700 ,64
944,55700 ,256
944,52400 ,1024
945,02200 ,8
945,32000 ,64
945,44400 ,256
945,75600 ,1024
946,03000 ,8
946,05900 ,64
946,35200 ,256
946,05500 ,1024
947,04500 ,8
947,29900 ,64
947,49500 ,256
947,54700 ,1024
948,7100 ,8
948,2800 ,64
948,8700 ,256
948,75300 ,1024
949,5200 ,8
949,5000 ,64
949,9300 ,256
949,99900 ,1024
950,33100 ,8
950,20900 ,64
950,43900 ,256
950,75700 ,1024
951,4400 ,8
951,1200 ,64
951,16200 ,256
951,53000 ,1024
952,0900 ,8
952,57200 ,64
952,57000 ,256
952,20100 ,1024
953,2800 ,8
953,2200 ,64
953,39700 ,256
953,53400 ,1024
954,9300 ,8
954,2100 ,64
954,28200 ,256
954,88700 ,1024
955,5000 ,8
955,6400 ,64
955,10900 ,256
955,69400 ,1024
956,8100 ,8
956,37000 ,64
956,04400 ,256
956,12200 ,1024
957,4500 ,8
957,24200 ,64
957,20400 ,256
957,58400 ,1024
958,2600 ,8
958,5500 ,64
958,38700 ,256
958,46000 ,1024
959,9300 ,8
959,0300 ,64
959,12600 ,256
959,89700 ,1024
960,9600 ,8
960,25400 ,64
960,04100 ,256
960,19100 ,1024
961,0600 ,8
961,0700 ,64
961,06200 ,256
961,67300 ,1024
962,0500 ,8
962,9600 ,64
962,46300 ,256
962,58700 ,1024
963,7600 ,8
963,9300 ,64
963,24900 ,256
963,34800 ,1024
964,5000 ,8
964,5400 ,64
964,16100 ,256
964,03500 ,1024
965,8500 ,8
965,7300 ,64
965,17400 ,256
965,16900 ,1024
966,5900 ,8
966,1100 ,64
966,09800 ,256
966,81700 ,1024
967,8000 ,8
967,3200 ,64
967,10700 ,256
967,37600 ,1024
968,13700 ,8
968,3800 ,64
968,9900 ,256
968,31400 ,1024
969,1300 ,8
969,8500 ,64
969,4300 ,256
969,21300 ,1024
970,6700 ,8
970,8600 ,64
970,5700 ,256
970,69300 ,1024
971,3000 ,8
971,2500 ,64
971,7400 ,256
971,34600 ,1024
972,8700 ,8
972,2300 ,64
972,9600 ,256
972,01100 ,1024
973,6900 ,8
973,5600 ,64
973,20700 ,256
973,56700 ,1024
974,8100 ,8
974,8700 ,64
974,03900 ,256
974,21400 ,1024
975,1800 ,8
975,2900 ,64
975,7300 ,256
975,11900 ,1024
976,7700 ,8
976,7200 ,64
976,24700 ,256
976,50100 ,1024
977,9700 ,8
977,58500 ,64
977,40900 ,256
977,48200 ,1024
978,2400 ,8
978,07900 ,64
978,96800 ,256
978,73600 ,1024
979,28500 ,8
979,00700 ,64
979,49900 ,256
979,90200 ,1024
980,11700 ,8
980,11900 ,64
980,45600 ,256
980,63800 ,1024
981,4000 ,8
981,6400 ,64
981,5200 ,256
981,14900 ,1024
982,8800 ,8
982,4600 ,64
982,16500 ,256
982,85200 ,1024
983,16000 ,8
983,33200 ,64
983,66900 ,256
983,93400 ,1024
984,21900 ,8
984,26600 ,64
984,70200 ,256
984,48200 ,1024
985,25800 ,8
985,59200 ,64
985,73100 ,256
985,45100 ,1024
986,36300 ,8
986,31200 ,64
986,63000 ,256
986,04300 ,1024
987,12900 ,8
987,28300 ,64
987,71800 ,256
987,38300 ,1024
988,9500 ,8
988,0500 ,64
988,50400 ,256
988,28400 ,1024
989,21700 ,8
989,19400 ,64
989,35800 ,256
989,87400 ,1024
990,1900 ,8
990,7600 ,64
990,26000 ,256
990,13800 ,1024
991,8200 ,8
991,22200 ,64
991,89700 ,256
991,64900 ,1024
992,5300 ,8
992,4500 ,64
992,3700 ,256
992,30700 ,1024
993,2400 ,8
993,0800 ,64
993,21400 ,256
993,76000 ,1024
994,6900 ,8
994,26500 ,64
994,33600 ,256
994,13400 ,1024
995,22700 ,8
995,0400 ,64
995,06300 ,256
995,66400 ,1024
996,5600 ,8
996,5500 ,64
996,37100 ,256
996,80200 ,1024
997,1100 ,8
997,2700 ,64
997,14400 ,256
997,56200 ,1024
998,5300 ,8
998,67600 ,64
998,25400 ,256
998,89100 ,1024
999,04000 ,8
999,6300 ,64
999,16700 ,256
999,44300 ,1024
