Test Number,RTT(nano second),packet byte
755,882300 ,64
755,953700 ,256
755,0776300 ,1024
756,082700 ,8
756,101900 ,64
756,526600 ,256
756,001500 ,1024
757,971200 ,8
757,282800 ,64
757,438500 ,256
757,400000 ,1024
758,038000 ,8
758,868500 ,64
758,299400 ,256
758,294100 ,1024
759,815800 ,8
759,566100 ,64
759,913800 ,256
759,627000 ,1024
760,123300 ,8
760,733200 ,64
760,920000 ,256
760,106500 ,1024
761,832100 ,8
761,881000 ,64
761,474700 ,256
761,384300 ,1024
762,237100 ,8
762,756000 ,64
762,714400 ,256
762,142700 ,1024
763,948800 ,8
763,711900 ,64
763,799600 ,256
763,475100 ,1024
764,002300 ,8
764,015200 ,64
764,062200 ,256
764,378100 ,1024
765,992100 ,8
765,777800 ,64
765,156300 ,256
765,518300 ,1024
766,808700 ,8
766,843200 ,64
766,563400 ,256
766,103300 ,1024
767,174800 ,8
767,927100 ,64
767,249600 ,256
767,470000 ,1024
768,231300 ,8
768,435700 ,64
768,928000 ,256
768,472400 ,1024
769,591400 ,8
769,427000 ,64
769,119800 ,256
769,203000 ,1024
770,857500 ,8
770,822900 ,64
770,013500 ,256
770,226500 ,1024
771,640700 ,8
771,866000 ,64
771,094200 ,256
771,681100 ,1024
772,144300 ,8
772,400000 ,64
772,953100 ,256
772,239400 ,1024
773,914600 ,8
773,517500 ,64
773,038500 ,256
773,782400 ,1024
774,161400 ,8
774,843000 ,64
774,066600 ,256
774,462700 ,1024
775,903100 ,8
775,202500 ,64
775,904300 ,256
775,154600 ,1024
776,780200 ,8
776,008500 ,64
776,052000 ,256
776,229900 ,1024
777,738200 ,8
777,965300 ,64
777,933200 ,256
777,142500 ,1024
778,936300 ,8
778,936000 ,64
778,443700 ,256
778,274400 ,1024
779,790700 ,8
779,177000 ,64
779,3228600 ,256
779,2715100 ,1024
780,707700 ,8
780,192000 ,64
780,982700 ,256
780,747300 ,1024
781,413700 ,8
781,886700 ,64
781,136200 ,256
781,345200 ,1024
782,513000 ,8
782,280100 ,64
782,112200 ,256
782,240000 ,1024
783,773200 ,8
783,076600 ,64
783,502000 ,256
783,089000 ,1024
784,930300 ,8
784,942600 ,64
784,932100 ,256
784,139300 ,1024
785,958000 ,8
785,797900 ,64
785,072200 ,256
785,108700 ,1024
786,933400 ,8
786,615300 ,64
786,990200 ,256
786,351300 ,1024
787,727200 ,8
787,274200 ,64
787,603500 ,256
787,141100 ,1024
788,000100 ,8
788,136000 ,64
788,865400 ,256
788,004900 ,1024
789,949200 ,8
789,877500 ,64
789,843400 ,256
789,153600 ,1024
790,823400 ,8
790,916400 ,64
790,976100 ,256
790,156100 ,1024
791,896100 ,8
791,737700 ,64
791,874500 ,256
791,865600 ,1024
792,795200 ,8
792,959600 ,64
792,988100 ,256
792,244500 ,1024
793,993900 ,8
793,384200 ,64
793,011500 ,256
793,288200 ,1024
794,159100 ,8
794,193100 ,64
794,105600 ,256
794,431000 ,1024
795,811800 ,8
795,793200 ,64
795,916100 ,256
795,027600 ,1024
796,833700 ,8
796,988800 ,64
796,203400 ,256
796,111700 ,1024
797,940000 ,8
797,367400 ,64
797,977700 ,256
797,307200 ,1024
798,238300 ,8
798,409100 ,64
798,126000 ,256
798,194500 ,1024
799,083800 ,8
799,965000 ,64
799,979200 ,256
799,133700 ,1024
800,797700 ,8
800,912600 ,64
800,144300 ,256
800,767100 ,1024
801,933700 ,8
801,888200 ,64
801,947000 ,256
801,278800 ,1024
802,024500 ,8
802,146600 ,64
802,839800 ,256
802,100100 ,1024
803,926500 ,8
803,808900 ,64
803,774800 ,256
803,241900 ,1024
804,847800 ,8
804,979700 ,64
804,935500 ,256
804,174900 ,1024
805,039300 ,8
805,814200 ,64
805,900500 ,256
805,037700 ,1024
806,963400 ,8
806,064000 ,64
806,190300 ,256
806,276400 ,1024
807,658900 ,8
807,621700 ,64
807,165100 ,256
807,160000 ,1024
808,008600 ,8
808,758400 ,64
808,134300 ,256
808,239300 ,1024
809,952100 ,8
809,693600 ,64
809,970200 ,256
809,073200 ,1024
810,898800 ,8
810,715500 ,64
810,870400 ,256
810,094800 ,1024
811,134200 ,8
811,675300 ,64
811,007900 ,256
811,092100 ,1024
812,834400 ,8
812,719300 ,64
812,956500 ,256
812,299300 ,1024
813,307000 ,8
813,550100 ,64
813,935400 ,256
813,049700 ,1024
814,843900 ,8
814,484800 ,64
814,114700 ,256
814,218900 ,1024
815,900200 ,8
815,942600 ,64
815,015500 ,256
815,827000 ,1024
816,344100 ,8
816,846500 ,64
816,960600 ,256
816,222500 ,1024
817,947400 ,8
817,879300 ,64
817,866300 ,256
817,806300 ,1024
818,887900 ,8
818,899300 ,64
818,823400 ,256
818,394200 ,1024
819,754000 ,8
819,741600 ,64
819,928900 ,256
819,341700 ,1024
820,912900 ,8
820,700800 ,64
820,934800 ,256
820,135500 ,1024
821,846800 ,8
821,280100 ,64
821,988600 ,256
821,187300 ,1024
822,149900 ,8
822,823500 ,64
822,894100 ,256
822,296000 ,1024
823,954900 ,8
823,336000 ,64
823,861900 ,256
823,221500 ,1024
824,936300 ,8
824,848700 ,64
824,907900 ,256
824,554400 ,1024
825,830900 ,8
825,031300 ,64
825,435200 ,256
825,999800 ,1024
826,965900 ,8
826,993400 ,64
826,873300 ,256
826,053300 ,1024
827,938900 ,8
827,964700 ,64
827,297900 ,256
827,139600 ,1024
828,870600 ,8
828,737400 ,64
828,936300 ,256
828,180900 ,1024
829,247100 ,8
829,467600 ,64
829,022600 ,256
829,774500 ,1024
830,5748200 ,8
830,858500 ,64
830,943300 ,256
830,058500 ,1024
831,923300 ,8
831,754400 ,64
831,042700 ,256
831,156400 ,1024
832,266700 ,8
832,966300 ,64
832,956700 ,256
832,332400 ,1024
833,338600 ,8
833,276000 ,64
833,966300 ,256
833,000100 ,1024
834,275100 ,8
834,845400 ,64
834,246000 ,256
834,161300 ,1024
835,737500 ,8
835,021400 ,64
835,071300 ,256
835,160300 ,1024
836,971200 ,8
836,977500 ,64
836,284200 ,256
836,420200 ,1024
837,820600 ,8
837,839300 ,64
837,916800 ,256
837,250800 ,1024
838,245800 ,8
838,799900 ,64
838,792900 ,256
838,385400 ,1024
839,985800 ,8
839,002600 ,64
839,368400 ,256
839,160500 ,1024
840,901000 ,8
840,102900 ,64
840,481500 ,256
840,070600 ,1024
841,072600 ,8
841,818900 ,64
841,978300 ,256
841,179800 ,1024
842,808300 ,8
842,874500 ,64
842,084100 ,256
842,242800 ,1024
843,850500 ,8
843,978900 ,64
843,480700 ,256
843,728100 ,1024
844,062400 ,8
844,800300 ,64
844,280300 ,256
844,261800 ,1024
845,127700 ,8
845,829200 ,64
845,0658900 ,256
845,397300 ,1024
846,0423900 ,8
846,174700 ,64
846,074300 ,256
846,517900 ,1024
847,176400 ,8
847,885800 ,64
847,832300 ,256
847,606700 ,1024
848,797500 ,8
848,807000 ,64
848,980200 ,256
848,477400 ,1024
849,069200 ,8
849,943300 ,64
849,771600 ,256
849,077600 ,1024
850,139400 ,8
850,838900 ,64
850,943000 ,256
850,867800 ,1024
851,185400 ,8
851,085100 ,64
851,122300 ,256
851,105900 ,1024
852,168100 ,8
852,928300 ,64
852,956500 ,256
852,144600 ,1024
853,927300 ,8
853,811200 ,64
853,007500 ,256
853,500100 ,1024
854,196500 ,8
854,818000 ,64
854,355900 ,256
854,745700 ,1024
855,283900 ,8
855,817200 ,64
855,626600 ,256
855,478700 ,1024
856,272800 ,8
856,057200 ,64
856,227200 ,256
856,726100 ,1024
857,857300 ,8
857,923800 ,64
857,316600 ,256
857,363400 ,1024
858,049500 ,8
858,920200 ,64
858,194800 ,256
858,332200 ,1024
859,944800 ,8
859,879300 ,64
859,806800 ,256
859,008100 ,1024
860,933600 ,8
860,896200 ,64
860,862500 ,256
860,356100 ,1024
861,295400 ,8
861,781600 ,64
861,839900 ,256
861,520000 ,1024
862,842800 ,8
862,799300 ,64
862,787900 ,256
862,280500 ,1024
863,548400 ,8
863,197600 ,64
863,639700 ,256
863,598500 ,1024
864,225500 ,8
864,452000 ,64
864,739400 ,256
864,085400 ,1024
865,863800 ,8
865,260900 ,64
865,028400 ,256
865,625500 ,1024
866,029000 ,8
866,248900 ,64
866,304700 ,256
866,348800 ,1024
867,882600 ,8
867,971600 ,64
867,484100 ,256
867,690100 ,1024
868,995900 ,8
868,835400 ,64
868,256900 ,256
868,175400 ,1024
869,736400 ,8
869,843000 ,64
869,150200 ,256
869,201100 ,1024
870,683500 ,8
870,886100 ,64
870,798400 ,256
870,365500 ,1024
871,800600 ,8
871,833200 ,64
871,410800 ,256
871,280900 ,1024
872,874700 ,8
872,203800 ,64
872,883800 ,256
872,210700 ,1024
873,859200 ,8
873,872700 ,64
873,240400 ,256
873,037200 ,1024
874,914100 ,8
874,906700 ,64
874,390100 ,256
874,120800 ,1024
875,4648400 ,8
875,3353100 ,64
875,540900 ,256
875,441600 ,1024
876,932000 ,8
876,781600 ,64
876,818400 ,256
876,315700 ,1024
877,918800 ,8
877,947300 ,64
877,063100 ,256
877,524300 ,1024
878,054500 ,8
878,197600 ,64
878,380300 ,256
878,282400 ,1024
879,819400 ,8
879,770500 ,64
879,824000 ,256
879,168800 ,1024
880,884400 ,8
880,917700 ,64
880,906900 ,256
880,055100 ,1024
881,090000 ,8
881,853500 ,64
881,793900 ,256
881,356600 ,1024
882,695400 ,8
882,901400 ,64
882,831300 ,256
882,183000 ,1024
883,002100 ,8
883,347200 ,64
883,865200 ,256
883,175100 ,1024
884,868300 ,8
884,153900 ,64
884,850200 ,256
884,096700 ,1024
885,951100 ,8
885,022700 ,64
885,047900 ,256
885,604900 ,1024
886,113100 ,8
886,957400 ,64
886,911900 ,256
886,636400 ,1024
887,005100 ,8
887,371400 ,64
887,883600 ,256
887,100600 ,1024
888,730400 ,8
888,276600 ,64
888,860200 ,256
888,208400 ,1024
889,004000 ,8
889,859300 ,64
889,883800 ,256
889,117900 ,1024
890,094100 ,8
890,940700 ,64
890,849700 ,256
890,541500 ,1024
891,028000 ,8
891,849800 ,64
891,044400 ,256
891,424500 ,1024
892,403400 ,8
892,886100 ,64
892,784500 ,256
892,334800 ,1024
893,776900 ,8
893,839400 ,64
893,889900 ,256
893,501100 ,1024
894,975400 ,8
894,826600 ,64
894,351600 ,256
894,918600 ,1024
895,922800 ,8
895,355200 ,64
895,038300 ,256
895,140100 ,1024
896,780000 ,8
896,836200 ,64
896,974300 ,256
896,169300 ,1024
897,861100 ,8
897,061300 ,64
897,996200 ,256
897,115500 ,1024
898,351400 ,8
898,965300 ,64
898,854700 ,256
898,647200 ,1024
899,973100 ,8
899,819400 ,64
899,983400 ,256
899,177500 ,1024
900,490900 ,8
900,964100 ,64
900,324500 ,256
900,627500 ,1024
901,849800 ,8
901,770100 ,64
901,013800 ,256
901,252500 ,1024
902,893700 ,8
902,270600 ,64
902,060700 ,256
902,326300 ,1024
903,358800 ,8
903,462300 ,64
903,911200 ,256
903,953700 ,1024
904,137100 ,8
904,724500 ,64
904,003300 ,256
904,167800 ,1024
905,503200 ,8
905,255300 ,64
905,6920400 ,256
905,2029600 ,1024
906,1460800 ,8
906,145700 ,64
906,189700 ,256
906,144700 ,1024
907,835900 ,8
907,094800 ,64
907,790600 ,256
907,094800 ,1024
908,829100 ,8
908,956300 ,64
908,963500 ,256
908,119900 ,1024
909,184800 ,8
909,968900 ,64
909,841800 ,256
909,9998700 ,1024
910,791300 ,8
910,768500 ,64
910,784600 ,256
910,271000 ,1024
911,183100 ,8
911,791500 ,64
911,202900 ,256
911,137000 ,1024
912,744100 ,8
912,009300 ,64
912,090900 ,256
912,161800 ,1024
913,749400 ,8
913,944300 ,64
913,373100 ,256
913,152300 ,1024
914,808400 ,8
914,841300 ,64
914,002000 ,256
914,303800 ,1024
915,031000 ,8
915,885100 ,64
915,502400 ,256
915,268000 ,1024
916,860000 ,8
916,959900 ,64
916,980300 ,256
916,502500 ,1024
917,355700 ,8
917,141700 ,64
917,553800 ,256
917,170300 ,1024
918,415000 ,8
918,233100 ,64
918,040400 ,256
918,204500 ,1024
919,318500 ,8
919,350100 ,64
919,980400 ,256
919,337900 ,1024
920,221500 ,8
920,874500 ,64
920,422100 ,256
920,300700 ,1024
921,781300 ,8
921,992800 ,64
921,821700 ,256
921,618400 ,1024
922,849000 ,8
922,074000 ,64
922,947400 ,256
922,702200 ,1024
923,842400 ,8
923,029800 ,64
923,921600 ,256
923,229500 ,1024
924,906700 ,8
924,947500 ,64
924,397500 ,256
924,205300 ,1024
925,846600 ,8
925,904300 ,64
925,352500 ,256
925,592700 ,1024
926,438400 ,8
926,907400 ,64
926,297800 ,256
926,184500 ,1024
927,145600 ,8
927,915900 ,64
927,933900 ,256
927,308900 ,1024
928,039600 ,8
928,846000 ,64
928,076100 ,256
928,167600 ,1024
929,861500 ,8
929,778000 ,64
929,069400 ,256
929,169800 ,1024
930,898600 ,8
930,767800 ,64
930,219400 ,256
930,247800 ,1024
931,030200 ,8
931,874400 ,64
931,891300 ,256
931,271900 ,1024
932,000800 ,8
932,829100 ,64
932,458800 ,256
932,584200 ,1024
933,903500 ,8
933,806200 ,64
933,016600 ,256
933,443400 ,1024
934,0496800 ,8
934,3162100 ,64
934,0244600 ,256
934,1246100 ,1024
935,503000 ,8
935,775100 ,64
935,026700 ,256
935,029100 ,1024
936,863800 ,8
936,490000 ,64
936,885600 ,256
936,087500 ,1024
937,930300 ,8
937,885700 ,64
937,183200 ,256
937,233500 ,1024
938,265900 ,8
938,894600 ,64
938,149800 ,256
938,587300 ,1024
939,856300 ,8
939,894400 ,64
939,944600 ,256
939,405300 ,1024
940,862200 ,8
940,987100 ,64
940,831100 ,256
940,811500 ,1024
941,902400 ,8
941,780800 ,64
941,311000 ,256
941,640200 ,1024
942,853100 ,8
942,180600 ,64
942,941700 ,256
942,086900 ,1024
943,320400 ,8
943,475200 ,64
943,062400 ,256
943,262000 ,1024
944,922400 ,8
944,277900 ,64
944,884800 ,256
944,038800 ,1024
945,957300 ,8
945,112900 ,64
945,717400 ,256
945,324900 ,1024
946,590500 ,8
946,113500 ,64
946,844400 ,256
946,097300 ,1024
947,756800 ,8
947,246600 ,64
947,719500 ,256
947,638100 ,1024
948,836500 ,8
948,022200 ,64
948,034800 ,256
948,534000 ,1024
949,901900 ,8
949,755400 ,64
949,894100 ,256
949,101100 ,1024
950,849300 ,8
950,089100 ,64
950,208700 ,256
950,908200 ,1024
951,098000 ,8
951,201800 ,64
951,886900 ,256
951,157900 ,1024
952,994800 ,8
952,997500 ,64
952,000900 ,256
952,153800 ,1024
953,105900 ,8
953,448000 ,64
953,962500 ,256
953,101900 ,1024
954,598200 ,8
954,433800 ,64
954,027800 ,256
954,241700 ,1024
955,884100 ,8
955,775700 ,64
955,127200 ,256
955,348000 ,1024
956,805900 ,8
956,926200 ,64
956,955500 ,256
956,170700 ,1024
957,858100 ,8
957,967000 ,64
957,919500 ,256
957,092100 ,1024
958,068300 ,8
958,827700 ,64
958,148300 ,256
958,375200 ,1024
959,896300 ,8
959,233700 ,64
959,807700 ,256
959,459300 ,1024
960,786700 ,8
960,607400 ,64
960,895800 ,256
960,098000 ,1024
961,468500 ,8
961,938200 ,64
961,062700 ,256
961,099800 ,1024
962,372700 ,8
962,846700 ,64
962,011800 ,256
962,036400 ,1024
963,790700 ,8
963,796300 ,64
963,171800 ,256
963,081700 ,1024
964,838900 ,8
964,315700 ,64
964,402400 ,256
964,409000 ,1024
965,9071600 ,8
965,022200 ,64
965,944600 ,256
965,438500 ,1024
966,229200 ,8
966,901500 ,64
966,988700 ,256
966,268900 ,1024
967,576900 ,8
967,252400 ,64
967,881600 ,256
967,232200 ,1024
968,839800 ,8
968,822700 ,64
968,727400 ,256
968,172200 ,1024
969,897300 ,8
969,866700 ,64
969,368500 ,256
969,091700 ,1024
970,802300 ,8
970,362100 ,64
970,533900 ,256
970,169800 ,1024
971,243500 ,8
971,860900 ,64
971,124000 ,256
971,159000 ,1024
972,570200 ,8
972,839300 ,64
972,927800 ,256
972,561300 ,1024
973,018900 ,8
973,814500 ,64
973,044600 ,256
973,297500 ,1024
974,926300 ,8
974,907000 ,64
974,984400 ,256
974,144200 ,1024
975,975900 ,8
975,013600 ,64
975,893700 ,256
975,623200 ,1024
976,850500 ,8
976,823700 ,64
976,960700 ,256
976,637700 ,1024
977,970500 ,8
977,207300 ,64
977,527800 ,256
977,593000 ,1024
978,933800 ,8
978,808600 ,64
978,062300 ,256
978,456200 ,1024
979,029800 ,8
979,859300 ,64
979,942600 ,256
979,612800 ,1024
980,513500 ,8
980,951900 ,64
980,868400 ,256
980,145900 ,1024
981,018300 ,8
981,295000 ,64
981,915500 ,256
981,583700 ,1024
982,504900 ,8
982,946900 ,64
982,237000 ,256
982,335300 ,1024
983,416100 ,8
983,328400 ,64
983,084200 ,256
983,554000 ,1024
984,952900 ,8
984,897300 ,64
984,953600 ,256
984,047700 ,1024
985,236900 ,8
985,746500 ,64
985,978900 ,256
985,179500 ,1024
986,317700 ,8
986,794800 ,64
986,950400 ,256
986,200400 ,1024
987,089100 ,8
987,863900 ,64
987,991700 ,256
987,161800 ,1024
988,110400 ,8
988,887800 ,64
988,889100 ,256
988,001500 ,1024
989,925000 ,8
989,853900 ,64
989,955300 ,256
989,783800 ,1024
990,700700 ,8
990,346700 ,64
990,058000 ,256
990,430400 ,1024
991,421500 ,8
991,921700 ,64
991,866800 ,256
991,644300 ,1024
992,240100 ,8
992,944200 ,64
992,788800 ,256
992,241800 ,1024
993,331000 ,8
993,895000 ,64
993,256400 ,256
993,317700 ,1024
994,170900 ,8
994,755500 ,64
994,017500 ,256
994,180100 ,1024
995,253800 ,8
995,031000 ,64
995,390700 ,256
995,114900 ,1024
996,859300 ,8
996,779100 ,64
996,502400 ,256
996,793900 ,1024
997,472700 ,8
997,868600 ,64
997,605700 ,256
997,935000 ,1024
998,249300 ,8
998,992700 ,64
998,164600 ,256
998,673300 ,1024
999,935400 ,8
999,865000 ,64
999,027700 ,256
999,214300 ,1024
1000,957900 ,8
1000,327300 ,64
1000,642800 ,256
1000,664600 ,1024
